fold_month,fold_start,fold_end,horizon,n_test,rmse_xgb,rmse_persistence,skill
2021-12,2021-12-01,2021-12-31,4,31,14.966616495248806,18.802882414586712,0.2040254166755756
2021-12,2021-12-01,2021-12-31,5,31,14.029703354321265,20.75587751970278,0.3240611802125257
2021-12,2021-12-01,2021-12-31,6,31,17.29956657821983,20.037062433593952,0.13662161628964442
2021-12,2021-12-01,2021-12-31,7,31,14.271929670083768,17.967712978490592,0.20569024632300725
2022-01,2022-01-01,2022-01-31,1,30,8.893257722986547,7.035623639735144,-0.2640326115171978
2022-01,2022-01-01,2022-01-31,2,30,12.282370177001093,10.142320576015464,-0.211001967936846
2022-01,2022-01-01,2022-01-31,3,30,10.925225582666975,12.890565025113006,0.1524634054920957
2022-01,2022-01-01,2022-01-31,4,30,12.615291424615934,14.329456840136451,0.11962528898647318
2022-01,2022-01-01,2022-01-31,5,30,13.592465007718271,14.88399587924336,0.08677312745874965
2022-01,2022-01-01,2022-01-31,6,30,17.41701901709005,14.668560483792083,-0.1873707059622418
2022-01,2022-01-01,2022-01-31,7,30,13.170143263353348,14.726393539039579,0.10567762375496903
2022-02,2022-02-01,2022-02-28,1,28,7.5926689129381755,8.152563137706185,0.06867707925847988
2022-02,2022-02-01,2022-02-28,2,28,8.263380239566532,9.978548420057326,0.1718855396886415
2022-02,2022-02-01,2022-02-28,3,28,7.026934086128376,10.173494974687902,0.30929006171313855
2022-02,2022-02-01,2022-02-28,4,28,6.793843230346021,8.68084920138248,0.2173757344772147
2022-02,2022-02-01,2022-02-28,5,28,7.604787908583872,8.12403840463596,0.06391531775080972
2022-02,2022-02-01,2022-02-28,6,28,8.37674101163485,9.40174755792013,0.10902298109693487
2022-02,2022-02-01,2022-02-28,7,28,10.271209786718842,9.287087810503355,-0.10596669228242694
2022-03,2022-03-01,2022-03-31,1,24,48.71116727118108,46.51388681530137,-0.04723923555571119
2022-03,2022-03-01,2022-03-31,2,24,53.31541070015295,70.28216938408585,0.24140914875878483
2022-03,2022-03-01,2022-03-31,3,24,53.4350660521559,74.63494489848573,0.28404762507917325
2022-03,2022-03-01,2022-03-31,4,24,53.595176503360776,74.31688906298487,0.2788291170538917
2022-03,2022-03-01,2022-03-31,5,24,52.522297470875955,73.95691313190405,0.2898257208599134
2022-03,2022-03-01,2022-03-31,6,24,51.572318870717524,73.4563362367967,0.2979187158958352
2022-03,2022-03-01,2022-03-31,7,24,54.556208000759106,74.96276853656532,0.2722226104262986
2022-04,2022-04-01,2022-04-30,1,28,7.7013723107356915,5.772471617204243,-0.3341550762731451
2022-04,2022-04-01,2022-04-30,2,28,7.5435073480416035,7.123903424387503,-0.05890084391341621
2022-04,2022-04-01,2022-04-30,3,28,10.547685906807786,7.007648882267351,-0.5051675795998276
2022-04,2022-04-01,2022-04-30,4,28,6.776239582086161,7.914724072439743,0.14384386365634094
2022-04,2022-04-01,2022-04-30,5,28,5.553846683618498,8.011152940031256,0.3067356565037904
2022-04,2022-04-01,2022-04-30,6,28,8.033000682404275,8.898234174743404,0.09723653877248961
2022-04,2022-04-01,2022-04-30,7,28,5.588465477864614,8.966206396400718,0.3767190681548467
2022-05,2022-05-01,2022-05-31,1,31,8.16753452560002,6.428264201568048,-0.2705660921042592
2022-05,2022-05-01,2022-05-31,2,31,8.6926792195357,9.1104335791443,0.04585449813990494
2022-05,2022-05-01,2022-05-31,3,31,8.502061782566505,9.53600985061193,0.1084256501663613
2022-05,2022-05-01,2022-05-31,4,31,8.882430438501961,9.881556622836433,0.10111020181025687
2022-05,2022-05-01,2022-05-31,5,31,8.008140519642101,9.370509677328295,0.1453890134687562
2022-05,2022-05-01,2022-05-31,6,31,7.600310146875282,8.181410872885419,0.07102695794633695
2022-05,2022-05-01,2022-05-31,7,31,7.542263341859038,8.691857517054348,0.13226104695569207
2022-06,2022-06-01,2022-06-30,1,28,5.431140840690125,3.615443067098218,-0.5022061583863355
2022-06,2022-06-01,2022-06-30,2,28,4.530088176704356,4.157609203101499,-0.08958970297761382
2022-06,2022-06-01,2022-06-30,3,28,4.760226483447211,4.825527358301296,0.013532381023961815
2022-06,2022-06-01,2022-06-30,4,28,5.507704761933881,6.15571743526757,0.10527004856023281
2022-06,2022-06-01,2022-06-30,5,28,5.069951776094637,6.475227519444505,0.21702337703655283
2022-06,2022-06-01,2022-06-30,6,28,5.063673214219302,6.7321191738878605,0.2478336934586699
2022-06,2022-06-01,2022-06-30,7,28,6.119141072240517,6.230684438440818,0.017902265361430247
2022-07,2022-07-01,2022-07-31,1,19,5.549161959922793,4.406932337985115,-0.2591892805097875
2022-07,2022-07-01,2022-07-31,2,19,7.518171569974355,5.520297474822015,-0.3619142092006111
2022-07,2022-07-01,2022-07-31,3,19,7.337465179849413,6.966083245947732,-0.053312876230372286
2022-07,2022-07-01,2022-07-31,4,19,13.299483210466942,7.287335806582179,-0.825013086189109
2022-07,2022-07-01,2022-07-31,5,19,10.530053997178316,7.493857133468859,-0.405158092772983
2022-07,2022-07-01,2022-07-31,6,19,7.772063553942306,6.6728041923522445,-0.1647372423800375
2022-07,2022-07-01,2022-07-31,7,19,7.309508249588929,7.827078503166865,0.06612559888961445
2022-09,2022-09-01,2022-09-30,1,25,8.57438989383646,6.131883886702357,-0.39832880926381176
2022-09,2022-09-01,2022-09-30,2,25,8.970227515891493,8.4545845551393,-0.06098974555038872
2022-09,2022-09-01,2022-09-30,3,25,12.626725668545479,8.471127433818948,-0.4905602314676911
2022-09,2022-09-01,2022-09-30,4,25,7.416232382697055,9.907572861200668,0.25145820408346664
2022-09,2022-09-01,2022-09-30,5,25,11.343582704312354,10.013990213696037,-0.13277349610326628
2022-09,2022-09-01,2022-09-30,6,25,10.762166633521174,7.59473501841901,-0.41705623796227265
2022-09,2022-09-01,2022-09-30,7,25,10.357081966516068,8.520563361656317,-0.2155395748976332
2022-10,2022-10-01,2022-10-31,1,27,11.134163058727058,6.176418715416576,-0.8026891588382381
2022-10,2022-10-01,2022-10-31,2,27,13.426246183731056,9.551032521262936,-0.40573766803127786
2022-10,2022-10-01,2022-10-31,3,27,32.766131702391405,11.916375287812984,-1.7496726908141027
2022-10,2022-10-01,2022-10-31,4,27,15.522056333077284,14.0988573217044,-0.10094428072422201
2022-10,2022-10-01,2022-10-31,5,27,15.583063521797923,15.749191631224665,0.010548357866023594
2022-10,2022-10-01,2022-10-31,6,27,16.07126086829189,16.750898262260225,0.04057319096132039
2022-10,2022-10-01,2022-10-31,7,27,15.17188214180848,17.077166908759473,0.11156913656291001
2022-11,2022-11-01,2022-11-30,1,30,10.446302055049655,11.16243700990066,0.06415578911807707
2022-11,2022-11-01,2022-11-30,2,30,12.122657936430132,13.141537200799608,0.0775312087772716
2022-11,2022-11-01,2022-11-30,3,30,9.023077581065904,13.538833036861043,0.3335409664555631
2022-11,2022-11-01,2022-11-30,4,30,9.697485955999397,13.67966861197059,0.29110227513015385
2022-11,2022-11-01,2022-11-30,5,30,10.646206057927593,12.693830522475606,0.1613086342158503
2022-11,2022-11-01,2022-11-30,6,30,10.559205799765548,10.712920547948942,0.01434853805695624
2022-11,2022-11-01,2022-11-30,7,30,9.373605062083861,11.329901441171794,0.17266667227827204
2022-12,2022-12-01,2022-12-31,1,31,14.799722310492509,9.657021513703334,-0.532534880396784
2022-12,2022-12-01,2022-12-31,2,31,19.445479227543103,13.96654990071035,-0.39228938898890786
2022-12,2022-12-01,2022-12-31,3,31,15.356048857486087,14.089575189914637,-0.0898872854930357
2022-12,2022-12-01,2022-12-31,4,31,17.22500460858732,13.620430574407626,-0.26464464647340713
2022-12,2022-12-01,2022-12-31,5,31,16.113335725598798,14.327955980552325,-0.12460812606276939
2022-12,2022-12-01,2022-12-31,6,31,16.05736699890016,16.379570280707767,0.019671046082759824
2022-12,2022-12-01,2022-12-31,7,31,16.11007037541771,18.023282433491946,0.10615225418201246
2023-01,2023-01-01,2023-01-31,1,31,13.595088319795964,13.209234306641015,-0.02921092958135807
2023-01,2023-01-01,2023-01-31,2,31,12.473154265846638,15.35914144105886,0.18790029288338017
2023-01,2023-01-01,2023-01-31,3,31,13.485552749506661,14.768099884330022,0.08684577873042643
2023-01,2023-01-01,2023-01-31,4,31,12.501251183677697,16.97626426476381,0.2636041128538814
2023-01,2023-01-01,2023-01-31,5,31,14.918348965150999,18.092949972563275,0.17546066353062062
2023-01,2023-01-01,2023-01-31,6,31,13.58006367938282,17.336331419789314,0.2166702775489593
2023-01,2023-01-01,2023-01-31,7,31,11.726751133237576,17.38093133849704,0.32530939195047703
2023-02,2023-02-01,2023-02-28,1,26,14.895634425300019,14.374122046768095,-0.036281337867809516
2023-02,2023-02-01,2023-02-28,2,26,13.291775451639722,16.43284703082401,0.19114591484314336
2023-02,2023-02-01,2023-02-28,3,26,12.618562415923936,16.746985951553743,0.24651740603190642
2023-02,2023-02-01,2023-02-28,4,26,11.720285161929679,16.681403740969486,0.2974041427254298
2023-02,2023-02-01,2023-02-28,5,26,13.975288363459338,11.68496733151024,-0.19600577108785822
2023-02,2023-02-01,2023-02-28,6,26,14.331438928934713,17.91861945231616,0.2001929073234361
2023-02,2023-02-01,2023-02-28,7,26,14.82896023612782,19.363923632919505,0.23419651320469226
2023-03,2023-03-01,2023-03-31,1,24,9.846993769390195,13.268069440075548,0.25784276198858014
2023-03,2023-03-01,2023-03-31,2,24,9.69797404016971,13.055969260584728,0.25719999437748575
2023-03,2023-03-01,2023-03-31,3,24,10.309241132197313,12.01734857057357,0.14213679734303764
2023-03,2023-03-01,2023-03-31,4,24,18.284090548921814,13.32916601542147,-0.37173552552107436
2023-03,2023-03-01,2023-03-31,5,24,13.799783170244813,8.881159834165805,-0.5538266879464406
2023-03,2023-03-01,2023-03-31,6,24,9.95228614006176,10.301698889018258,0.03391797340620939
2023-03,2023-03-01,2023-03-31,7,24,7.177345015338417,10.163250792274422,0.29379436146609084
2023-04,2023-04-01,2023-04-30,1,27,7.829630437619037,7.213670150279747,-0.08538791967295634
2023-04,2023-04-01,2023-04-30,2,27,7.280978103620766,7.300431240433424,0.0026646558500430517
2023-04,2023-04-01,2023-04-30,3,27,15.252964891725828,7.446102634562892,-1.0484494560853204
2023-04,2023-04-01,2023-04-30,4,27,7.224154110269766,8.357742030707328,0.13563327466588782
2023-04,2023-04-01,2023-04-30,5,27,6.492418811419592,9.30551409609338,0.3023041237296902
2023-04,2023-04-01,2023-04-30,6,27,6.209070136452743,9.219544457292887,0.3265317863355802
2023-04,2023-04-01,2023-04-30,7,27,6.438964892379079,9.722063490767715,0.33769565499200227
2023-05,2023-05-01,2023-05-31,1,20,8.262395518265388,3.8013155617496426,-1.173562121862472
2023-05,2023-05-01,2023-05-31,2,20,7.879056511638607,4.679743582719036,-0.6836513309690142
2023-05,2023-05-01,2023-05-31,3,20,6.098554978206184,5.196152422706632,-0.1736674527783575
2023-05,2023-05-01,2023-05-31,4,20,6.078469537548066,5.616938667993447,-0.08216768899125126
2023-05,2023-05-01,2023-05-31,5,20,6.723969444320684,5.549774770204643,-0.21157519408174874
2023-05,2023-05-01,2023-05-31,6,20,6.495848103771232,5.454356057317857,-0.19094683873012896
2023-05,2023-05-01,2023-05-31,7,20,6.47791908333527,5.843800133474792,-0.10851140274768833
2023-06,2023-06-01,2023-06-30,1,28,4.911853657797275,4.42799535423682,-0.10927254092475214
2023-06,2023-06-01,2023-06-30,2,28,3.612798561872181,4.713203338949606,0.2334727992708805
2023-06,2023-06-01,2023-06-30,3,28,3.9376115771262086,5.209880722517277,0.24420312347886952
2023-06,2023-06-01,2023-06-30,4,28,7.150746176846523,5.223572942509206,-0.36893774731354223
2023-06,2023-06-01,2023-06-30,5,28,4.464473905982557,6.18465843842649,0.27813735383608107
2023-06,2023-06-01,2023-06-30,6,28,4.432550194274806,5.5549205986353085,0.20204976550632214
2023-06,2023-06-01,2023-06-30,7,28,4.562682650647477,4.949747468305833,0.07819890209284508
2023-07,2023-07-01,2023-07-31,1,28,10.98584636123551,7.492853738253347,-0.4661765390066739
2023-07,2023-07-01,2023-07-31,2,28,12.35168350604751,10.643576198144789,-0.16048246154337198
2023-07,2023-07-01,2023-07-31,3,28,9.444870007238148,12.156714781786825,0.2230738174931569
2023-07,2023-07-01,2023-07-31,4,28,12.938437235148841,13.376418482858982,0.032742788981324544
2023-07,2023-07-01,2023-07-31,5,28,14.213886068571442,13.534347839056428,-0.05020842064913178
2023-07,2023-07-01,2023-07-31,6,28,13.593882813700354,14.130766837952264,0.0379939765766959
2023-07,2023-07-01,2023-07-31,7,28,12.202399200229609,14.696938456699069,0.1697318978247755
2023-08,2023-08-01,2023-08-31,1,28,6.340306571317813,4.829226498252963,-0.3129031271594951
2023-08,2023-08-01,2023-08-31,2,28,7.369379830131129,5.885818306986476,-0.25205696910209796
2023-08,2023-08-01,2023-08-31,3,28,10.123707321469917,8.725987459471687,-0.1601789904569555
2023-08,2023-08-01,2023-08-31,4,28,35.200140716472646,34.6889237159562,-0.014737182528418824
2023-08,2023-08-01,2023-08-31,5,28,37.363213449827526,37.71746469286003,0.009392233701740804
2023-08,2023-08-01,2023-08-31,6,28,36.16033006207693,36.814205332802096,0.017761493554298013
2023-08,2023-08-01,2023-08-31,7,28,37.506938351461784,36.302794067989545,-0.033169465722584945
2023-09,2023-09-01,2023-09-30,1,30,32.218072880815306,35.94208304110007,0.10361141717986477
2023-09,2023-09-01,2023-09-30,2,30,34.945364618779365,51.675268101223566,0.3237506857182241
2023-09,2023-09-01,2023-09-30,3,30,37.34679369956433,54.01604699839977,0.30859817082374186
2023-09,2023-09-01,2023-09-30,4,30,19.76602307181094,43.64019553882254,0.5470684118675182
2023-09,2023-09-01,2023-09-30,5,30,10.744314154859357,40.37119435108817,0.733861870386558
2023-09,2023-09-01,2023-09-30,6,30,12.372279753421187,40.454089204100654,0.6941649164068422
2023-09,2023-09-01,2023-09-30,7,30,10.168865553294443,39.85599076675927,0.7448597975445265
2023-10,2023-10-01,2023-10-31,1,31,7.797975426594851,9.47662659456957,0.17713594085649031
2023-10,2023-10-01,2023-10-31,2,31,8.339158005912504,11.186108897112726,0.25450770391973
2023-10,2023-10-01,2023-10-31,3,31,9.327004910658177,11.040979386198112,0.15523753967718712
2023-10,2023-10-01,2023-10-31,4,31,9.56912931535259,10.902796326719834,0.12232339038552731
2023-10,2023-10-01,2023-10-31,5,31,8.978938856871357,10.750843927864004,0.1648154398744669
2023-10,2023-10-01,2023-10-31,6,31,9.405996653648652,12.443420336765103,0.24409877677619984
2023-10,2023-10-01,2023-10-31,7,31,9.72514440056305,12.400572307292398,0.21575035735697545
2023-11,2023-11-01,2023-11-30,1,29,8.925136553318184,11.76493914576052,0.24137843445332696
2023-11,2023-11-01,2023-11-30,2,29,7.1381846443548405,12.689936278745481,0.43749247533175817
2023-11,2023-11-01,2023-11-30,3,29,8.326006220159693,12.680422053239232,0.3433967587827408
2023-11,2023-11-01,2023-11-30,4,29,8.826170457966047,11.610043214746268,0.23978142934423707
2023-11,2023-11-01,2023-11-30,5,29,9.075021519616998,12.66953990401034,0.2837134111914794
2023-11,2023-11-01,2023-11-30,6,29,9.175989896890005,11.82049651795704,0.2237221268201084
2023-11,2023-11-01,2023-11-30,7,29,8.315215403681119,9.965457582448796,0.16559622727952705
2023-12,2023-12-01,2023-12-31,1,23,9.066082084724616,13.0633905978901,0.3059931863180374
2023-12,2023-12-01,2023-12-31,2,23,12.022405533342225,12.838461237879006,0.06356335774329902
2023-12,2023-12-01,2023-12-31,3,23,12.29144466378901,12.683436648534627,0.03090581800563541
2023-12,2023-12-01,2023-12-31,4,23,11.154871160431581,14.634681856585686,0.2377783630867364
2023-12,2023-12-01,2023-12-31,5,23,11.976637459655903,15.198684153570664,0.21199510835007374
2023-12,2023-12-01,2023-12-31,6,23,12.179635330361608,17.100724622328016,0.2877708050769414
2023-12,2023-12-01,2023-12-31,7,23,12.214739808471125,17.46051446027268,0.30043643122527064
